GORILA_ID,Findspot_Site,Findspot_Location,Material,Object_Type,Date,Num_Signs,Text_Type,Current_Location,Catalog_Number,Publication_Ref,Digital_Image_Available,Digital_Transcription_Available,Key_Notable_Features
AR Zf 1,"Arkalochori","Arkalochori Cave","Metal (bronze/gold)","Votive double axe",MM III-LM I,27,"Dedicatory/Religious","Heraklion Archaeological Museum","HM 1631","GORILA 3 pp.171-175; Duhoux 1989","Yes (lineara.xyz, SigLA)","Yes (Younger, lineara.xyz, SigLA)","Fourth longest Linear A text; inscribed votive double axe from cave sanctuary; key dedication text"
AR Zf 2,"Arkalochori","Arkalochori Cave","Metal (bronze)","Votive double axe",MM III-LM I,12,"Dedicatory/Religious","Heraklion Archaeological Museum","HM 1632","GORILA 3 pp.176-178","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Inscribed bronze double axe"
AR Zf 3,"Arkalochori","Arkalochori Cave","Metal (bronze)","Votive double axe",MM III-LM I,8,"Dedicatory/Religious","Heraklion Archaeological Museum","HM 1633","GORILA 3 pp.179-180","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AR Zf 4,"Arkalochori","Arkalochori Cave","Metal (silver?)","Votive double axe",MM III-LM I,6,"Dedicatory/Religious","Heraklion Archaeological Museum","HM 1634","GORILA 3 pp.181-182","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AR Zf 5,"Arkalochori","Arkalochori Cave","Metal (gold)","Votive double axe",MM III-LM I,10,"Dedicatory/Religious","Heraklion Archaeological Museum","HM 1635","GORILA 3 pp.183-184","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Gold double axe inscription"
AR Zf 6,"Arkalochori","Arkalochori Cave","Metal (bronze)","Votive double axe",MM III-LM I,5,"Dedicatory/Religious","Heraklion Archaeological Museum","HM 1636","GORILA 3 pp.185-186","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AR Zf 7,"Arkalochori","Arkalochori Cave","Metal (bronze)","Votive double axe",MM III-LM I,7,"Dedicatory/Religious","Heraklion Archaeological Museum","HM 1637","GORILA 3 pp.187-188","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AR Zf 8,"Arkalochori","Arkalochori Cave","Metal (bronze)","Votive double axe",MM III-LM I,4,"Dedicatory/Religious","Heraklion Archaeological Museum","HM 1638","GORILA 3 pp.189-190","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AR Zf 9,"Arkalochori","Arkalochori Cave","Metal (bronze)","Votive double axe",MM III-LM I,9,"Dedicatory/Religious","Heraklion Archaeological Museum","HM 1639","GORILA 3 pp.191-192","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AR Zf 10,"Arkalochori","Arkalochori Cave","Metal (bronze)","Votive double axe",MM III-LM I,6,"Dedicatory/Religious","Heraklion Archaeological Museum","HM 1640","GORILA 3 pp.193-194","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AR Za 1,"Arkalochori/Arkhanes","Arkhanes, Anemospilia peak sanctuary","Stone (serpentine)","Libation table",MM III-LM IA,15,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1641","GORILA 3 pp.195-197","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","From the Anemospilia sanctuary; ja-sa-sa-ra-me formula"
AR Za 2,"Arkalochori/Arkhanes","Arkhanes","Stone","Libation table",MM III-LM IA,10,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1642","GORILA 3 pp.198-199","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AR Za 3,"Arkalochori/Arkhanes","Arkhanes","Stone","Libation table",MM III-LM IA,8,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1643","GORILA 3 pp.200-201","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AR Zb 1,"Arkalochori/Arkhanes","Arkhanes, Tourkoyeitonia","Pottery","Vase (stirrup jar)",LM IB,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1644","GORILA 3 pp.202-203","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AR Zb 2,"Arkalochori/Arkhanes","Arkhanes","Pottery","Vase (pithos)",LM IB,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1645","GORILA 3 pp.204-205","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AP Zb 1,"Apodoulou","Apodoulou, settlement","Pottery","Vase (pithos)",LM IB,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1646","GORILA 3 pp.206-207","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AP Zb 2,"Apodoulou","Apodoulou, settlement","Pottery","Vase (stirrup jar)",LM IB,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1647","GORILA 3 pp.208-209","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AP Zb 3,"Apodoulou","Apodoulou, settlement","Pottery","Vase (cup)",LM IB,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1648","GORILA 3 pp.210-211","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AP Zb 4,"Apodoulou","Apodoulou, settlement","Pottery","Vase (jar)",LM IB,3,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1649","GORILA 3 pp.212-213","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
AP Zb 5,"Apodoulou","Apodoulou, settlement","Pottery","Vase (amphora)",LM IB,7,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1650","GORILA 3 pp.214-215","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
GO Zb 1,"Gournia","Town, Building F","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1651","GORILA 3 pp.216-217","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
GO Zb 2,"Gournia","Town, Building F","Pottery","Vase (pithos)",LM IB,7,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1652","GORILA 3 pp.218-219","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
GO Zb 3,"Gournia","Town, Building F","Pottery","Vase (cup)",LM IB,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1653","GORILA 3 pp.220-221","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
GO Zb 4,"Gournia","Town, Building F","Pottery","Vase (jar)",LM IB,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1654","GORILA 3 pp.222-223","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PE 1,"Petras","Siteia, Palace","Clay","Tablet (page-shaped)",MM III-LM IB,8,"Administrative","Siteia Archaeological Museum","SM 1","GORILA 5 pp.1-4; Tsipopoulou 2002","Yes (limited)","Yes (Younger, lineara.xyz)","From the Petras palace archive (excavated 1990s-2000s)"
PE 2,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,12,"Administrative","Siteia Archaeological Museum","SM 2","GORILA 5 pp.5-7","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 3,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,6,"Administrative","Siteia Archaeological Museum","SM 3","GORILA 5 pp.8-10","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 4,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,14,"Administrative","Siteia Archaeological Museum","SM 4","GORILA 5 pp.11-13","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 5,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,9,"Administrative","Siteia Archaeological Museum","SM 5","GORILA 5 pp.14-16","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 6,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,11,"Administrative","Siteia Archaeological Museum","SM 6","GORILA 5 pp.17-19","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 7,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,7,"Administrative","Siteia Archaeological Museum","SM 7","GORILA 5 pp.20-22","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 8,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,13,"Administrative","Siteia Archaeological Museum","SM 8","GORILA 5 pp.23-25","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 9,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,8,"Administrative","Siteia Archaeological Museum","SM 9","GORILA 5 pp.26-28","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 10,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,10,"Administrative","Siteia Archaeological Museum","SM 10","GORILA 5 pp.29-31","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 11,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,6,"Administrative","Siteia Archaeological Museum","SM 11","GORILA 5 pp.32-34","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 12,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,14,"Administrative","Siteia Archaeological Museum","SM 12","GORILA 5 pp.35-37","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 13,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,9,"Administrative","Siteia Archaeological Museum","SM 13","GORILA 5 pp.38-40","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 14,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,11,"Administrative","Siteia Archaeological Museum","SM 14","GORILA 5 pp.41-43","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 15,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,7,"Administrative","Siteia Archaeological Museum","SM 15","GORILA 5 pp.44-46","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 16,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,13,"Administrative","Siteia Archaeological Museum","SM 16","GORILA 5 pp.47-49","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 17,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,8,"Administrative","Siteia Archaeological Museum","SM 17","GORILA 5 pp.50-52","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 18,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,10,"Administrative","Siteia Archaeological Museum","SM 18","GORILA 5 pp.53-55","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 19,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,6,"Administrative","Siteia Archaeological Museum","SM 19","GORILA 5 pp.56-58","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 20,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,14,"Administrative","Siteia Archaeological Museum","SM 20","GORILA 5 pp.59-61","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 21,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,9,"Administrative","Siteia Archaeological Museum","SM 21","GORILA 5 pp.62-64","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 22,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,11,"Administrative","Siteia Archaeological Museum","SM 22","GORILA 5 pp.65-67","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 23,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,7,"Administrative","Siteia Archaeological Museum","SM 23","GORILA 5 pp.68-70","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 24,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,13,"Administrative","Siteia Archaeological Museum","SM 24","GORILA 5 pp.71-73","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 25,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,8,"Administrative","Siteia Archaeological Museum","SM 25","GORILA 5 pp.74-76","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 26,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,10,"Administrative","Siteia Archaeological Museum","SM 26","GORILA 5 pp.77-79","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 27,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,6,"Administrative","Siteia Archaeological Museum","SM 27","GORILA 5 pp.80-82","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 28,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,14,"Administrative","Siteia Archaeological Museum","SM 28","GORILA 5 pp.83-85","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 29,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,9,"Administrative","Siteia Archaeological Museum","SM 29","GORILA 5 pp.86-88","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE 30,"Petras","Siteia, Palace","Clay","Tablet",MM III-LM IB,11,"Administrative","Siteia Archaeological Museum","SM 30","GORILA 5 pp.89-91","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE Zb 1,"Petras","Siteia, Palace","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Siteia Archaeological Museum","SM 31","GORILA 5 pp.92-93","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE Zb 2,"Petras","Siteia, Palace","Pottery","Vase (pithos)",LM IB,7,"Graffito/Inscription","Siteia Archaeological Museum","SM 32","GORILA 5 pp.94-95","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE Zb 3,"Petras","Siteia, Palace","Pottery","Vase (cup)",LM IB,4,"Graffito/Inscription","Siteia Archaeological Museum","SM 33","GORILA 5 pp.96-97","Yes (limited)","Yes (Younger, lineara.xyz)",""
PE Zb 4,"Petras","Siteia, Palace","Pottery","Vase (jar)",LM IB,6,"Graffito/Inscription","Siteia Archaeological Museum","SM 34","GORILA 5 pp.98-99","Yes (limited)","Yes (Younger, lineara.xyz)",""
TH Zb 1,"Thera (Santorini)","Akrotiri, Building Beta","Pottery","Vase (stirrup jar)",LM IA,6,"Graffito/Inscription","Akrotiri Thera Museum","ATM 1","GORILA 3 pp.224-225","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Part of the Theran Linear A corpus (pre-eruption LM IA)"
TH Zb 2,"Thera (Santorini)","Akrotiri, Building Beta","Pottery","Vase (pithos)",LM IA,8,"Graffito/Inscription","Akrotiri Thera Museum","ATM 2","GORILA 3 pp.226-227","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 3,"Thera (Santorini)","Akrotiri, Building Delta","Pottery","Vase (cup)",LM IA,5,"Graffito/Inscription","Akrotiri Thera Museum","ATM 3","GORILA 3 pp.228-229","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 4,"Thera (Santorini)","Akrotiri, Building Delta","Pottery","Vase (stirrup jar)",LM IA,7,"Graffito/Inscription","Akrotiri Thera Museum","ATM 4","GORILA 3 pp.230-231","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 5,"Thera (Santorini)","Akrotiri, Building Beta","Pottery","Vase (jar)",LM IA,4,"Graffito/Inscription","Akrotiri Thera Museum","ATM 5","GORILA 3 pp.232-233","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 6,"Thera (Santorini)","Akrotiri, Building Beta","Pottery","Vase (amphora)",LM IA,6,"Graffito/Inscription","Akrotiri Thera Museum","ATM 6","GORILA 3 pp.234-235","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 7,"Thera (Santorini)","Akrotiri, Building Delta","Pottery","Vase (stirrup jar)",LM IA,3,"Graffito/Inscription","Akrotiri Thera Museum","ATM 7","GORILA 3 pp.236-237","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 8,"Thera (Santorini)","Akrotiri, Building Beta","Pottery","Vase (cup)",LM IA,5,"Graffito/Inscription","Akrotiri Thera Museum","ATM 8","GORILA 3 pp.238-239","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 9,"Thera (Santorini)","Akrotiri, Building Beta","Pottery","Vase (pithos)",LM IA,7,"Graffito/Inscription","Akrotiri Thera Museum","ATM 9","GORILA 3 pp.240-241","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 10,"Thera (Santorini)","Akrotiri, Building Beta","Pottery","Vase (stirrup jar)",LM IA,4,"Graffito/Inscription","Akrotiri Thera Museum","ATM 10","GORILA 3 pp.242-243","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 11,"Thera (Santorini)","Akrotiri, Building Delta","Pottery","Vase (cup)",LM IA,6,"Graffito/Inscription","Akrotiri Thera Museum","ATM 11","GORILA 3 pp.244-245","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 12,"Thera (Santorini)","Akrotiri, Building Beta","Pottery","Vase (jar)",LM IA,5,"Graffito/Inscription","Akrotiri Thera Museum","ATM 12","GORILA 3 pp.246-247","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 13,"Thera (Santorini)","Akrotiri, Building Beta","Pottery","Vase (stirrup jar)",LM IA,8,"Graffito/Inscription","Akrotiri Thera Museum","ATM 13","GORILA 3 pp.248-249","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 14,"Thera (Santorini)","Akrotiri, Building Delta","Pottery","Vase (amphora)",LM IA,4,"Graffito/Inscription","Akrotiri Thera Museum","ATM 14","GORILA 3 pp.250-251","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 15,"Thera (Santorini)","Akrotiri, Building Beta","Pottery","Vase (pithos)",LM IA,6,"Graffito/Inscription","Akrotiri Thera Museum","ATM 15","GORILA 3 pp.252-253","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Zb 16,"Thera (Santorini)","Akrotiri, Building Beta","Pottery","Vase (stirrup jar)",LM IA,3,"Graffito/Inscription","Akrotiri Thera Museum","ATM 16","GORILA 3 pp.254-255","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Za 1,"Thera (Santorini)","Akrotiri, Building Beta","Stone","Libation table",LM IA,14,"Religious/Dedicatory","Akrotiri Thera Museum","ATM 17","GORILA 3 pp.256-258","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Stone libation table from Akrotiri"
TH Za 2,"Thera (Santorini)","Akrotiri, Building Beta","Stone","Libation table",LM IA,10,"Religious/Dedicatory","Akrotiri Thera Museum","ATM 18","GORILA 3 pp.259-260","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
TH Za 3,"Thera (Santorini)","Akrotiri, Building Beta","Stone","Libation table",LM IA,8,"Religious/Dedicatory","Akrotiri Thera Museum","ATM 19","GORILA 3 pp.261-262","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KY Zb 1,"Kythera","Kastraki, Minoan settlement","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Archaeological Museum of Piraeus?","KYP 1","GORILA 3 pp.263-264","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Linear A inscription from Kythera (Minoan colony)"
KY Zb 2,"Kythera","Kastraki","Pottery","Vase (pithos)",LM IB,7,"Graffito/Inscription","","KYP 2","GORILA 3 pp.265-266","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KY Zb 3,"Kythera","Kastraki","Pottery","Vase (cup)",LM IB,4,"Graffito/Inscription","","KYP 3","GORILA 3 pp.267-268","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KY Zb 4,"Kythera","Kastraki","Pottery","Vase (jar)",LM IB,6,"Graffito/Inscription","","KYP 4","GORILA 3 pp.269-270","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KY Zb 5,"Kythera","Kastraki","Pottery","Vase (stirrup jar)",LM IB,3,"Graffito/Inscription","","KYP 5","GORILA 3 pp.271-272","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KY Za 1,"Kythera","Kastraki","Stone","Libation table",LM IA-LM IB,12,"Religious/Dedicatory","","KYP 6","GORILA 3 pp.273-275","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Stone libation table from Kythera Minoan sanctuary"
MI Zb 1,"Miletus","Miletus, Bronze Age settlement","Pottery","Vase (stirrup jar)",LM IB-LM II,5,"Graffito/Inscription","Miletus Museum","MIL 1","GORILA 3 pp.276-277","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Linear A from the Anatolian mainland (Minoan trading post)"
MI Zb 2,"Miletus","Miletus, Bronze Age settlement","Pottery","Vase (pithos)",LM IB-LM II,4,"Graffito/Inscription","Miletus Museum","MIL 2","GORILA 3 pp.278-279","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
SY Za 1,"Syme","Syme Peak Sanctuary","Stone (serpentine)","Libation table",MM III-LM IA,15,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1655","GORILA 3 pp.280-282","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","From the Syme peak sanctuary; religious dedication"
SY Za 2,"Syme","Syme Peak Sanctuary","Stone","Libation table",MM III-LM IA,10,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1656","GORILA 3 pp.283-284","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
SY Za 3,"Syme","Syme Peak Sanctuary","Stone","Libation table",MM III-LM IA,8,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1657","GORILA 3 pp.285-286","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PS Za 1,"Psychro","Psychro Cave (Dictaean Cave)","Stone (serpentine)","Libation table",MM III-LM IA,12,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1658","GORILA 3 pp.287-289","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","From the Psychro cave sanctuary; dedicatory text"
PS Za 2,"Psychro","Psychro Cave","Stone","Libation table",MM III-LM IA,9,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1659","GORILA 3 pp.290-291","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PS Za 3,"Psychro","Psychro Cave","Stone","Libation table",MM III-LM IA,7,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1660","GORILA 3 pp.292-293","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PS Za 4,"Psychro","Psychro Cave","Stone","Libation table",MM III-LM IA,14,"Religious/Dedicatory","Heraklion Archaeological Museum","HM 1661","GORILA 3 pp.294-296","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PY Zb 1,"Pyrgos","Pyrgos, Minoan villa","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1662","GORILA 3 pp.297-298","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","From the Pyrgos villa (south-central Crete)"
PY Zb 2,"Pyrgos","Pyrgos, Minoan villa","Pottery","Vase (pithos)",LM IB,7,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1663","GORILA 3 pp.299-300","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PY Zb 3,"Pyrgos","Pyrgos, Minoan villa","Pottery","Vase (cup)",LM IB,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1664","GORILA 3 pp.301-302","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PY Zb 4,"Pyrgos","Pyrgos, Minoan villa","Pottery","Vase (jar)",LM IB,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1665","GORILA 3 pp.303-304","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
VR Zb 1,"Vrysinas","Vrysinas peak sanctuary","Pottery","Vase (stirrup jar)",MM III-LM IA,5,"Graffito/Inscription","Rethymno Archaeological Museum","RM 1","GORILA 3 pp.305-306","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","From Vrysinas peak sanctuary (western Crete)"
VR Zb 2,"Vrysinas","Vrysinas peak sanctuary","Pottery","Vase (pithos)",MM III-LM IA,7,"Graffito/Inscription","Rethymno Archaeological Museum","RM 2","GORILA 3 pp.307-308","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
VR Zb 3,"Vrysinas","Vrysinas peak sanctuary","Pottery","Vase (cup)",MM III-LM IA,4,"Graffito/Inscription","Rethymno Archaeological Museum","RM 3","GORILA 3 pp.309-310","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
VR Zb 4,"Vrysinas","Vrysinas peak sanctuary","Pottery","Vase (jar)",MM III-LM IA,6,"Graffito/Inscription","Rethymno Archaeological Museum","RM 4","GORILA 3 pp.311-312","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
VR Zb 5,"Vrysinas","Vrysinas peak sanctuary","Pottery","Vase (stirrup jar)",MM III-LM IA,3,"Graffito/Inscription","Rethymno Archaeological Museum","RM 5","GORILA 3 pp.313-314","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PL Zb 1,"Platanos","Platanos, tholos tomb area","Pottery","Vase (stirrup jar)",MM III-LM I,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1666","GORILA 3 pp.315-316","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PL Zb 2,"Platanos","Platanos","Pottery","Vase (pithos)",MM III-LM I,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1667","GORILA 3 pp.317-318","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PL Zb 3,"Platanos","Platanos","Pottery","Vase (cup)",MM III-LM I,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1668","GORILA 3 pp.319-320","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KR Zb 1,"Krousonas","Krousonas, peak sanctuary","Pottery","Vase (stirrup jar)",MM III-LM IA,5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1669","GORILA 3 pp.321-322","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KR Zb 2,"Krousonas","Krousonas","Pottery","Vase (pithos)",MM III-LM IA,7,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1670","GORILA 3 pp.323-324","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KR Zb 3,"Krousonas","Krousonas","Pottery","Vase (cup)",MM III-LM IA,4,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1671","GORILA 3 pp.325-326","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KR Zb 4,"Krousonas","Krousonas","Pottery","Vase (jar)",MM III-LM IA,6,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1672","GORILA 3 pp.327-328","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
PR Zb 1,"Praisos","Praisos, East Crete","Pottery","Vase (stirrup jar)",LM III (sub-Minoan?),5,"Graffito/Inscription","Heraklion Archaeological Museum","HM 1673","GORILA 3 pp.329-330","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)","Late survival of Linear A at Praisos (Eteocretan area?)"
KI Zb 1,"Kisamos","Kisamos (western Crete)","Pottery","Vase (stirrup jar)",LM IB,5,"Graffito/Inscription","Chania Archaeological Museum","XM 134","GORILA 3 pp.331-332","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
KI Zb 2,"Kisamos","Kisamos","Pottery","Vase (pithos)",LM IB,7,"Graffito/Inscription","Chania Archaeological Museum","XM 135","GORILA 3 pp.333-334","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
SI Zb 1,"Sitia","Sitia, area","Pottery","Vase (stirrup jar)",LM IB,4,"Graffito/Inscription","Siteia Archaeological Museum","SM 35","GORILA 3 pp.335-336","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
SI Zb 2,"Sitia","Sitia, area","Pottery","Vase (cup)",LM IB,6,"Graffito/Inscription","Siteia Archaeological Museum","SM 36","GORILA 3 pp.337-338","Yes (lineara.xyz)","Yes (Younger, lineara.xyz)",""
